Comune_albergo,Provincia_albergo,Mese,Provenienza,Regione_di_provenienza,Nazione_di_provenienza,Arrivati,Partiti,Presenti,Codice_ISTAT_comune,Codice_ISTAT_provenienza
CERIGNOLA,FOGGIA,Settembre,Spagna,ALTRO,Spagna,2,1,8,71020,11
CERIGNOLA,FOGGIA,Settembre,TOSCANA,Toscana,Italia,8,5,14,71020,909
CERIGNOLA,FOGGIA,Settembre,UMBRIA,Umbria,Italia,3,3,3,71020,910
CERIGNOLA,FOGGIA,Settembre,Ungheria,ALTRO,Ungheria,2,2,4,71020,64
CERIGNOLA,FOGGIA,Settembre,VENETO,Veneto,Italia,13,13,48,71020,905
FOGGIA,FOGGIA,Agosto,ABRUZZO,Abruzzo,Italia,93,104,130,71024,913
FOGGIA,FOGGIA,Agosto,Altri_Paesi,ALTRO,Altri,0,1,0,71024,777
FOGGIA,FOGGIA,Agosto,Altri_Paesi_Africa_Mediterranea,ALTRO,Altri,12,12,22,71024,230
FOGGIA,FOGGIA,Agosto,Altri_Paesi_Asia_Occidentale,ALTRO,Altri,19,19,60,71024,750
FOGGIA,FOGGIA,Agosto,Altri_Paesi_Centro_-_Sud_America,ALTRO,Altri,5,5,5,71024,530
FOGGIA,FOGGIA,Agosto,Altri_Paesi_dell'Africa,ALTRO,Altri,3,3,6,71024,300
FOGGIA,FOGGIA,Agosto,Altri_Paesi_dell'America_Latina_(1),ALTRO,Altri,5,5,5,71024,530
FOGGIA,FOGGIA,Agosto,Altri_Paesi_dell'Asia,ALTRO,Altri,4,4,7,71024,760
FOGGIA,FOGGIA,Agosto,Altri_Paesi_del_Medio_Oriente_(2),ALTRO,Altri,19,19,60,71024,750
FOGGIA,FOGGIA,Agosto,Altri_Paesi_Europei,ALTRO,Altri,15,14,21,71024,100
FOGGIA,FOGGIA,Agosto,Argentina,ALTRO,Argentina,6,6,6,71024,528
FOGGIA,FOGGIA,Agosto,Australia,ALTRO,Australia,6,8,12,71024,800
FOGGIA,FOGGIA,Agosto,Austria,ALTRO,Austria,9,9,10,71024,38
FOGGIA,FOGGIA,Agosto,BASILICATA,Basilicata,Italia,113,116,190,71024,917
FOGGIA,FOGGIA,Agosto,Belgio,ALTRO,Belgio,4,6,8,71024,17
FOGGIA,FOGGIA,Agosto,BOLZANO_-_BOZEN,Bolzano/Bozen,Italia,3,3,3,71024,921
FOGGIA,FOGGIA,Agosto,Brasile,ALTRO,Brasile,14,13,117,71024,508
FOGGIA,FOGGIA,Agosto,Bulgaria,ALTRO,Bulgaria,3,3,7,71024,68
FOGGIA,FOGGIA,Agosto,CALABRIA,Calabria,Italia,34,36,56,71024,918
FOGGIA,FOGGIA,Agosto,CAMPANIA,Campania,Italia,225,256,541,71024,915
FOGGIA,FOGGIA,Agosto,Canada,ALTRO,Canada,2,2,2,71024,404
FOGGIA,FOGGIA,Agosto,Cina,ALTRO,Cina,2,2,2,71024,720
FOGGIA,FOGGIA,Agosto,Croazia,ALTRO,Croazia,1,2,18,71024,92
FOGGIA,FOGGIA,Agosto,Danimarca,ALTRO,Danimarca,1,1,1,71024,8
FOGGIA,FOGGIA,Agosto,EMILIA-ROMAGNA,Emilia-Romagna,Italia,342,353,541,71024,908
FOGGIA,FOGGIA,Agosto,Estonia,ALTRO,Estonia,1,1,1,71024,53
FOGGIA,FOGGIA,Agosto,Finlandia,ALTRO,Finlandia,2,2,2,71024,32
FOGGIA,FOGGIA,Agosto,Francia,ALTRO,Francia,43,43,67,71024,1
FOGGIA,FOGGIA,Agosto,FRIULI-VENEZIA_GIULIA,Friuli-Venezia_Giulia,Italia,38,38,64,71024,906
FOGGIA,FOGGIA,Agosto,Germania,ALTRO,Germania,37,36,57,71024,4
FOGGIA,FOGGIA,Agosto,Giappone,ALTRO,Giappone,20,16,22,71024,732
FOGGIA,FOGGIA,Agosto,Grecia,ALTRO,Grecia,10,10,27,71024,9
FOGGIA,FOGGIA,Agosto,Irlanda,ALTRO,Irlanda,0,2,0,71024,7
FOGGIA,FOGGIA,Agosto,Israele,ALTRO,Israele,4,4,4,71024,624
FOGGIA,FOGGIA,Agosto,LAZIO,Lazio,Italia,243,249,331,71024,912
FOGGIA,FOGGIA,Agosto,Lettonia,ALTRO,Lettonia,2,2,2,71024,54
FOGGIA,FOGGIA,Agosto,LIGURIA,Liguria,Italia,55,55,88,71024,907
FOGGIA,FOGGIA,Agosto,LOMBARDIA,Lombardia,Italia,417,416,751,71024,903
FOGGIA,FOGGIA,Agosto,Lussemburgo,ALTRO,Lussemburgo,2,0,2,71024,18
FOGGIA,FOGGIA,Agosto,MARCHE,Marche,Italia,73,84,121,71024,911
FOGGIA,FOGGIA,Agosto,MOLISE,Molise,Italia,26,29,35,71024,914
FOGGIA,FOGGIA,Agosto,Non_specificato/apolide,ALTRO,Altri,0,1,0,71024,777
FOGGIA,FOGGIA,Agosto,Norvegia,ALTRO,Norvegia,1,1,5,71024,28
FOGGIA,FOGGIA,Agosto,Paesi_Bassi,ALTRO,Paesi_Bassi,7,7,12,71024,3
FOGGIA,FOGGIA,Agosto,Paesi_dell'Africa_Mediterranea_(3),ALTRO,Altri,12,12,22,71024,230
FOGGIA,FOGGIA,Agosto,PIEMONTE,Piemonte,Italia,164,173,394,71024,901
FOGGIA,FOGGIA,Agosto,Polonia,ALTRO,Polonia,12,12,12,71024,60
FOGGIA,FOGGIA,Agosto,Portogallo,ALTRO,Portogallo,3,3,3,71024,10
FOGGIA,FOGGIA,Agosto,PUGLIA,Puglia,Italia,969,992,2221,71024,916
FOGGIA,FOGGIA,Agosto,Regno_Unito,ALTRO,Regno_Unito,24,21,30,71024,6
FOGGIA,FOGGIA,Agosto,Romania,ALTRO,Romania,43,39,61,71024,66
FOGGIA,FOGGIA,Agosto,Russia,ALTRO,Russia,6,6,7,71024,75
FOGGIA,FOGGIA,Agosto,SARDEGNA,Sardegna,Italia,14,16,29,71024,920
FOGGIA,FOGGIA,Agosto,SICILIA,Sicilia,Italia,49,51,201,71024,919
FOGGIA,FOGGIA,Agosto,Slovacchia,ALTRO,Slovacchia,1,1,1,71024,63
FOGGIA,FOGGIA,Agosto,Slovenia,ALTRO,Slovenia,3,3,3,71024,91
FOGGIA,FOGGIA,Agosto,Spagna,ALTRO,Spagna,25,26,31,71024,11
FOGGIA,FOGGIA,Agosto,Stati_Uniti_d'America,ALTRO,Stati_Uniti_di_America,8,10,48,71024,400
FOGGIA,FOGGIA,Agosto,Svezia,ALTRO,Svezia,4,4,6,71024,30
FOGGIA,FOGGIA,Agosto,Svizzera_(incluso_Liechtenstein),ALTRO,Altri,25,26,28,71024,36
FOGGIA,FOGGIA,Agosto,TOSCANA,Toscana,Italia,48,44,123,71024,909
FOGGIA,FOGGIA,Agosto,TRENTO,Trento,Italia,5,5,5,71024,922
FOGGIA,FOGGIA,Agosto,Turchia,ALTRO,Turchia,3,3,4,71024,52
FOGGIA,FOGGIA,Agosto,Ucraina,ALTRO,Ucraina,15,15,15,71024,72
FOGGIA,FOGGIA,Agosto,UMBRIA,Umbria,Italia,19,20,20,71024,910
FOGGIA,FOGGIA,Agosto,Ungheria,ALTRO,Ungheria,14,14,14,71024,64
FOGGIA,FOGGIA,Agosto,VALLE_D'AOSTA,Valle_d'Aosta,Italia,1,1,1,71024,902
FOGGIA,FOGGIA,Agosto,VENETO,Veneto,Italia,149,149,258,71024,905
FOGGIA,FOGGIA,Aprile,ABRUZZO,Abruzzo,Italia,105,109,150,71024,913
FOGGIA,FOGGIA,Aprile,Altri_Paesi_Africa_Mediterranea,ALTRO,Altri,12,11,19,71024,230
FOGGIA,FOGGIA,Aprile,Altri_Paesi_Asia_Occidentale,ALTRO,Altri,5,2,6,71024,750
FOGGIA,FOGGIA,Aprile,Altri_Paesi_Centro_-_Sud_America,ALTRO,Altri,3,3,3,71024,530
FOGGIA,FOGGIA,Aprile,Altri_Paesi_dell'Africa,ALTRO,Altri,6,2,6,71024,300
FOGGIA,FOGGIA,Aprile,Altri_Paesi_dell'America_Latina_(1),ALTRO,Altri,3,3,3,71024,530
FOGGIA,FOGGIA,Aprile,Altri_Paesi_dell'Asia,ALTRO,Altri,15,14,20,71024,760
FOGGIA,FOGGIA,Aprile,Altri_Paesi_del_Medio_Oriente_(2),ALTRO,Altri,5,2,6,71024,750
FOGGIA,FOGGIA,Aprile,Altri_Paesi_Europei,ALTRO,Altri,11,8,14,71024,100
FOGGIA,FOGGIA,Aprile,Argentina,ALTRO,Argentina,10,10,16,71024,528
FOGGIA,FOGGIA,Aprile,Australia,ALTRO,Australia,2,2,2,71024,800
FOGGIA,FOGGIA,Aprile,Austria,ALTRO,Austria,10,10,10,71024,38
FOGGIA,FOGGIA,Aprile,BASILICATA,Basilicata,Italia,148,151,223,71024,917
FOGGIA,FOGGIA,Aprile,Belgio,ALTRO,Belgio,13,13,16,71024,17
FOGGIA,FOGGIA,Aprile,BOLZANO_-_BOZEN,Bolzano/Bozen,Italia,4,4,6,71024,921
FOGGIA,FOGGIA,Aprile,Brasile,ALTRO,Brasile,7,7,17,71024,508
FOGGIA,FOGGIA,Aprile,Bulgaria,ALTRO,Bulgaria,4,4,5,71024,68
FOGGIA,FOGGIA,Aprile,CALABRIA,Calabria,Italia,88,91,140,71024,918
FOGGIA,FOGGIA,Aprile,CAMPANIA,Campania,Italia,376,376,598,71024,915
FOGGIA,FOGGIA,Aprile,Canada,ALTRO,Canada,3,3,5,71024,404
FOGGIA,FOGGIA,Aprile,Cina,ALTRO,Cina,6,6,8,71024,720
FOGGIA,FOGGIA,Aprile,Corea_del_Sud,ALTRO,Corea_del_Sud,28,28,28,71024,728
FOGGIA,FOGGIA,Aprile,Croazia,ALTRO,Croazia,0,0,30,71024,92
FOGGIA,FOGGIA,Aprile,Danimarca,ALTRO,Danimarca,2,1,2,71024,8
FOGGIA,FOGGIA,Aprile,Egitto,ALTRO,Egitto,5,4,6,71024,220
FOGGIA,FOGGIA,Aprile,EMILIA-ROMAGNA,Emilia-Romagna,Italia,309,306,434,71024,908
FOGGIA,FOGGIA,Aprile,Francia,ALTRO,Francia,49,50,53,71024,1
FOGGIA,FOGGIA,Aprile,FRIULI-VENEZIA_GIULIA,Friuli-Venezia_Giulia,Italia,20,19,39,71024,906
FOGGIA,FOGGIA,Aprile,Germania,ALTRO,Germania,58,47,139,71024,4
FOGGIA,FOGGIA,Aprile,Giappone,ALTRO,Giappone,1,1,2,71024,732
FOGGIA,FOGGIA,Aprile,Grecia,ALTRO,Grecia,2,2,3,71024,9
FOGGIA,FOGGIA,Aprile,India,ALTRO,India,7,7,7,71024,664
FOGGIA,FOGGIA,Aprile,Irlanda,ALTRO,Irlanda,3,3,3,71024,7
FOGGIA,FOGGIA,Aprile,Israele,ALTRO,Israele,2,2,2,71024,624
FOGGIA,FOGGIA,Aprile,LAZIO,Lazio,Italia,369,371,538,71024,912
FOGGIA,FOGGIA,Aprile,LIGURIA,Liguria,Italia,30,32,53,71024,907
FOGGIA,FOGGIA,Aprile,Lituania,ALTRO,Lituania,3,3,9,71024,55
FOGGIA,FOGGIA,Aprile,LOMBARDIA,Lombardia,Italia,206,202,336,71024,903
FOGGIA,FOGGIA,Aprile,Malta,ALTRO,Malta,2,2,2,71024,46
FOGGIA,FOGGIA,Aprile,MARCHE,Marche,Italia,75,73,158,71024,911
FOGGIA,FOGGIA,Aprile,Messico,ALTRO,Messico,8,8,8,71024,412
FOGGIA,FOGGIA,Aprile,MOLISE,Molise,Italia,14,15,19,71024,914
FOGGIA,FOGGIA,Aprile,Norvegia,ALTRO,Norvegia,4,4,4,71024,28
FOGGIA,FOGGIA,Aprile,Paesi_Bassi,ALTRO,Paesi_Bassi,1,1,2,71024,3
FOGGIA,FOGGIA,Aprile,Paesi_dell'Africa_Mediterranea_(3),ALTRO,Altri,12,11,19,71024,230
FOGGIA,FOGGIA,Aprile,PIEMONTE,Piemonte,Italia,189,210,374,71024,901
FOGGIA,FOGGIA,Aprile,Polonia,ALTRO,Polonia,13,14,29,71024,60
FOGGIA,FOGGIA,Aprile,Portogallo,ALTRO,Portogallo,7,5,64,71024,10
FOGGIA,FOGGIA,Aprile,PUGLIA,Puglia,Italia,1044,1057,1437,71024,916
FOGGIA,FOGGIA,Aprile,Regno_Unito,ALTRO,Regno_Unito,17,17,38,71024,6
FOGGIA,FOGGIA,Aprile,Repubblica_Ceca,ALTRO,Repubblica_Ceca,4,2,11,71024,61
FOGGIA,FOGGIA,Aprile,Romania,ALTRO,Romania,23,25,26,71024,66
FOGGIA,FOGGIA,Aprile,SARDEGNA,Sardegna,Italia,17,17,36,71024,920
FOGGIA,FOGGIA,Aprile,SICILIA,Sicilia,Italia,110,110,205,71024,919
FOGGIA,FOGGIA,Aprile,Slovacchia,ALTRO,Slovacchia,8,8,8,71024,63
FOGGIA,FOGGIA,Aprile,Slovenia,ALTRO,Slovenia,0,3,0,71024,91
FOGGIA,FOGGIA,Aprile,Spagna,ALTRO,Spagna,14,10,20,71024,11
FOGGIA,FOGGIA,Aprile,Stati_Uniti_d'America,ALTRO,Stati_Uniti_di_America,32,36,161,71024,400
FOGGIA,FOGGIA,Aprile,Sud_Africa,ALTRO,Sud_Africa,0,1,10,71024,388
FOGGIA,FOGGIA,Aprile,Svezia,ALTRO,Svezia,5,11,41,71024,30
FOGGIA,FOGGIA,Aprile,Svizzera_(incluso_Liechtenstein),ALTRO,Altri,9,10,12,71024,36
FOGGIA,FOGGIA,Aprile,TOSCANA,Toscana,Italia,130,136,237,71024,909
FOGGIA,FOGGIA,Aprile,TRENTO,Trento,Italia,17,17,19,71024,922
FOGGIA,FOGGIA,Aprile,Ucraina,ALTRO,Ucraina,7,7,8,71024,72
FOGGIA,FOGGIA,Aprile,UMBRIA,Umbria,Italia,20,17,36,71024,910
FOGGIA,FOGGIA,Aprile,Ungheria,ALTRO,Ungheria,2,2,2,71024,64
FOGGIA,FOGGIA,Aprile,VALLE_D'AOSTA,Valle_d'Aosta,Italia,3,4,5,71024,902
FOGGIA,FOGGIA,Aprile,VENETO,Veneto,Italia,95,99,220,71024,905
FOGGIA,FOGGIA,Aprile,Venezuela,ALTRO,Venezuela,1,1,18,71024,484
FOGGIA,FOGGIA,Dicembre,ABRUZZO,Abruzzo,Italia,89,91,141,71024,913
FOGGIA,FOGGIA,Dicembre,Altri_Paesi_Africa_Mediterranea,ALTRO,Altri,18,18,31,71024,230
FOGGIA,FOGGIA,Dicembre,Altri_Paesi_Asia_Occidentale,ALTRO,Altri,5,5,8,71024,750
FOGGIA,FOGGIA,Dicembre,Altri_Paesi_Centro_-_Sud_America,ALTRO,Altri,2,0,2,71024,530
FOGGIA,FOGGIA,Dicembre,Altri_Paesi_dell'Africa,ALTRO,Altri,5,4,5,71024,300
FOGGIA,FOGGIA,Dicembre,Altri_Paesi_dell'America_Latina_(1),ALTRO,Altri,2,0,2,71024,530
FOGGIA,FOGGIA,Dicembre,Altri_Paesi_dell'Asia,ALTRO,Altri,1,1,1,71024,760
FOGGIA,FOGGIA,Dicembre,Altri_Paesi_del_Medio_Oriente_(2),ALTRO,Altri,5,5,8,71024,750
FOGGIA,FOGGIA,Dicembre,Altri_Paesi_Europei,ALTRO,Altri,13,13,17,71024,100
FOGGIA,FOGGIA,Dicembre,Argentina,ALTRO,Argentina,1,1,2,71024,528
FOGGIA,FOGGIA,Dicembre,Austria,ALTRO,Austria,1,2,33,71024,38
FOGGIA,FOGGIA,Dicembre,BASILICATA,Basilicata,Italia,116,121,195,71024,917
FOGGIA,FOGGIA,Dicembre,Belgio,ALTRO,Belgio,1,1,1,71024,17
FOGGIA,FOGGIA,Dicembre,BOLZANO_-_BOZEN,Bolzano/Bozen,Italia,2,2,2,71024,921
FOGGIA,FOGGIA,Dicembre,Brasile,ALTRO,Brasile,1,1,2,71024,508
FOGGIA,FOGGIA,Dicembre,Bulgaria,ALTRO,Bulgaria,5,5,29,71024,68
FOGGIA,FOGGIA,Dicembre,CALABRIA,Calabria,Italia,67,66,111,71024,918
FOGGIA,FOGGIA,Dicembre,CAMPANIA,Campania,Italia,272,270,501,71024,915
FOGGIA,FOGGIA,Dicembre,Cina,ALTRO,Cina,2,2,2,71024,720
FOGGIA,FOGGIA,Dicembre,EMILIA-ROMAGNA,Emilia-Romagna,Italia,259,253,386,71024,908
FOGGIA,FOGGIA,Dicembre,Finlandia,ALTRO,Finlandia,2,2,10,71024,32
FOGGIA,FOGGIA,Dicembre,Francia,ALTRO,Francia,31,31,34,71024,1
FOGGIA,FOGGIA,Dicembre,FRIULI-VENEZIA_GIULIA,Friuli-Venezia_Giulia,Italia,18,16,48,71024,906
FOGGIA,FOGGIA,Dicembre,Germania,ALTRO,Germania,11,8,16,71024,4
FOGGIA,FOGGIA,Dicembre,Giappone,ALTRO,Giappone,2,2,2,71024,732
FOGGIA,FOGGIA,Dicembre,Grecia,ALTRO,Grecia,1,1,1,71024,9
FOGGIA,FOGGIA,Dicembre,India,ALTRO,India,1,1,1,71024,664
FOGGIA,FOGGIA,Dicembre,Irlanda,ALTRO,Irlanda,1,1,1,71024,7
FOGGIA,FOGGIA,Dicembre,LAZIO,Lazio,Italia,270,260,398,71024,912
FOGGIA,FOGGIA,Dicembre,LIGURIA,Liguria,Italia,27,30,67,71024,907
FOGGIA,FOGGIA,Dicembre,Lituania,ALTRO,Lituania,1,1,1,71024,55
FOGGIA,FOGGIA,Dicembre,LOMBARDIA,Lombardia,Italia,184,178,345,71024,903
FOGGIA,FOGGIA,Dicembre,MARCHE,Marche,Italia,63,66,145,71024,911
FOGGIA,FOGGIA,Dicembre,MOLISE,Molise,Italia,15,14,18,71024,914
FOGGIA,FOGGIA,Dicembre,Paesi_Bassi,ALTRO,Paesi_Bassi,2,2,8,71024,3
FOGGIA,FOGGIA,Dicembre,Paesi_dell'Africa_Mediterranea_(3),ALTRO,Altri,18,18,31,71024,230
FOGGIA,FOGGIA,Dicembre,PIEMONTE,Piemonte,Italia,140,141,268,71024,901
FOGGIA,FOGGIA,Dicembre,Polonia,ALTRO,Polonia,3,3,3,71024,60
FOGGIA,FOGGIA,Dicembre,PUGLIA,Puglia,Italia,1212,1201,2560,71024,916
FOGGIA,FOGGIA,Dicembre,Regno_Unito,ALTRO,Regno_Unito,9,7,16,71024,6
FOGGIA,FOGGIA,Dicembre,Romania,ALTRO,Romania,19,19,29,71024,66
FOGGIA,FOGGIA,Dicembre,Russia,ALTRO,Russia,1,21,178,71024,75
FOGGIA,FOGGIA,Dicembre,SARDEGNA,Sardegna,Italia,24,24,32,71024,920
FOGGIA,FOGGIA,Dicembre,SICILIA,Sicilia,Italia,75,87,172,71024,919
FOGGIA,FOGGIA,Dicembre,Slovacchia,ALTRO,Slovacchia,2,2,2,71024,63
FOGGIA,FOGGIA,Dicembre,Spagna,ALTRO,Spagna,9,11,14,71024,11
FOGGIA,FOGGIA,Dicembre,Stati_Uniti_d'America,ALTRO,Stati_Uniti_di_America,13,14,41,71024,400
FOGGIA,FOGGIA,Dicembre,Svezia,ALTRO,Svezia,1,2,26,71024,30
FOGGIA,FOGGIA,Dicembre,Svizzera_(incluso_Liechtenstein),ALTRO,Altri,8,8,8,71024,36
FOGGIA,FOGGIA,Dicembre,TOSCANA,Toscana,Italia,68,69,155,71024,909
FOGGIA,FOGGIA,Dicembre,TRENTO,Trento,Italia,14,13,22,71024,922
FOGGIA,FOGGIA,Dicembre,Ucraina,ALTRO,Ucraina,8,4,10,71024,72
FOGGIA,FOGGIA,Dicembre,UMBRIA,Umbria,Italia,18,17,66,71024,910
FOGGIA,FOGGIA,Dicembre,Ungheria,ALTRO,Ungheria,1,1,2,71024,64
FOGGIA,FOGGIA,Dicembre,VENETO,Veneto,Italia,99,99,189,71024,905
FOGGIA,FOGGIA,Dicembre,Venezuela,ALTRO,Venezuela,3,3,3,71024,484
FOGGIA,FOGGIA,Febbraio,ABRUZZO,Abruzzo,Italia,109,104,272,71024,913
FOGGIA,FOGGIA,Febbraio,Altri_Paesi_Africa_Mediterranea,ALTRO,Altri,12,12,12,71024,230
FOGGIA,FOGGIA,Febbraio,Altri_Paesi_Asia_Occidentale,ALTRO,Altri,1,1,1,71024,750
FOGGIA,FOGGIA,Febbraio,Altri_Paesi_dell'Africa,ALTRO,Altri,4,4,4,71024,300
FOGGIA,FOGGIA,Febbraio,Altri_Paesi_del_Medio_Oriente_(2),ALTRO,Altri,1,1,1,71024,750
FOGGIA,FOGGIA,Febbraio,Altri_Paesi_Europei,ALTRO,Altri,5,5,9,71024,100
FOGGIA,FOGGIA,Febbraio,Argentina,ALTRO,Argentina,4,4,6,71024,528
FOGGIA,FOGGIA,Febbraio,Australia,ALTRO,Australia,0,1,1,71024,800
FOGGIA,FOGGIA,Febbraio,Austria,ALTRO,Austria,3,3,6,71024,38
FOGGIA,FOGGIA,Febbraio,BASILICATA,Basilicata,Italia,53,52,133,71024,917
FOGGIA,FOGGIA,Febbraio,Belgio,ALTRO,Belgio,2,2,2,71024,17
FOGGIA,FOGGIA,Febbraio,BOLZANO_-_BOZEN,Bolzano/Bozen,Italia,2,2,2,71024,921
FOGGIA,FOGGIA,Febbraio,Brasile,ALTRO,Brasile,2,1,3,71024,508
FOGGIA,FOGGIA,Febbraio,Bulgaria,ALTRO,Bulgaria,1,1,1,71024,68
FOGGIA,FOGGIA,Febbraio,CALABRIA,Calabria,Italia,83,82,140,71024,918
FOGGIA,FOGGIA,Febbraio,CAMPANIA,Campania,Italia,364,371,757,71024,915
FOGGIA,FOGGIA,Febbraio,Cina,ALTRO,Cina,2,2,2,71024,720
FOGGIA,FOGGIA,Febbraio,Cipro,ALTRO,Cipro,1,1,1,71024,600
FOGGIA,FOGGIA,Febbraio,Croazia,ALTRO,Croazia,1,2,1,71024,92
FOGGIA,FOGGIA,Febbraio,EMILIA-ROMAGNA,Emilia-Romagna,Italia,297,288,403,71024,908
FOGGIA,FOGGIA,Febbraio,Finlandia,ALTRO,Finlandia,2,2,9,71024,32
FOGGIA,FOGGIA,Febbraio,Francia,ALTRO,Francia,12,13,20,71024,1
FOGGIA,FOGGIA,Febbraio,FRIULI-VENEZIA_GIULIA,Friuli-Venezia_Giulia,Italia,5,5,8,71024,906
FOGGIA,FOGGIA,Febbraio,Germania,ALTRO,Germania,15,15,16,71024,4
FOGGIA,FOGGIA,Febbraio,Giappone,ALTRO,Giappone,7,6,40,71024,732
FOGGIA,FOGGIA,Febbraio,Grecia,ALTRO,Grecia,0,1,5,71024,9
FOGGIA,FOGGIA,Febbraio,LAZIO,Lazio,Italia,319,324,466,71024,912
FOGGIA,FOGGIA,Febbraio,Lettonia,ALTRO,Lettonia,1,1,1,71024,54
FOGGIA,FOGGIA,Febbraio,LIGURIA,Liguria,Italia,20,20,25,71024,907
FOGGIA,FOGGIA,Febbraio,LOMBARDIA,Lombardia,Italia,210,216,318,71024,903
FOGGIA,FOGGIA,Febbraio,MARCHE,Marche,Italia,82,78,146,71024,911
FOGGIA,FOGGIA,Febbraio,MOLISE,Molise,Italia,11,11,22,71024,914
FOGGIA,FOGGIA,Febbraio,Paesi_Bassi,ALTRO,Paesi_Bassi,2,2,2,71024,3
FOGGIA,FOGGIA,Febbraio,Paesi_dell'Africa_Mediterranea_(3),ALTRO,Altri,12,12,12,71024,230
FOGGIA,FOGGIA,Febbraio,PIEMONTE,Piemonte,Italia,155,164,326,71024,901
FOGGIA,FOGGIA,Febbraio,Polonia,ALTRO,Polonia,6,7,8,71024,60
FOGGIA,FOGGIA,Febbraio,Portogallo,ALTRO,Portogallo,2,0,28,71024,10
FOGGIA,FOGGIA,Febbraio,PUGLIA,Puglia,Italia,1007,1015,1533,71024,916
FOGGIA,FOGGIA,Febbraio,Regno_Unito,ALTRO,Regno_Unito,2,2,5,71024,6
FOGGIA,FOGGIA,Febbraio,Romania,ALTRO,Romania,18,18,22,71024,66
FOGGIA,FOGGIA,Febbraio,SARDEGNA,Sardegna,Italia,15,15,30,71024,920
FOGGIA,FOGGIA,Febbraio,SICILIA,Sicilia,Italia,117,116,170,71024,919
FOGGIA,FOGGIA,Febbraio,Slovacchia,ALTRO,Slovacchia,2,2,2,71024,63
FOGGIA,FOGGIA,Febbraio,Spagna,ALTRO,Spagna,5,5,7,71024,11
FOGGIA,FOGGIA,Febbraio,Stati_Uniti_d'America,ALTRO,Stati_Uniti_di_America,8,9,105,71024,400
FOGGIA,FOGGIA,Febbraio,Svezia,ALTRO,Svezia,2,2,2,71024,30
FOGGIA,FOGGIA,Febbraio,Svizzera_(incluso_Liechtenstein),ALTRO,Altri,9,9,21,71024,36
FOGGIA,FOGGIA,Febbraio,TOSCANA,Toscana,Italia,56,58,79,71024,909
FOGGIA,FOGGIA,Febbraio,TRENTO,Trento,Italia,11,11,16,71024,922
FOGGIA,FOGGIA,Febbraio,Turchia,ALTRO,Turchia,1,1,2,71024,52
FOGGIA,FOGGIA,Febbraio,Ucraina,ALTRO,Ucraina,4,8,14,71024,72
FOGGIA,FOGGIA,Febbraio,UMBRIA,Umbria,Italia,24,23,32,71024,910
FOGGIA,FOGGIA,Febbraio,VALLE_D'AOSTA,Valle_d'Aosta,Italia,2,2,2,71024,902
FOGGIA,FOGGIA,Febbraio,VENETO,Veneto,Italia,83,85,102,71024,905
FOGGIA,FOGGIA,Gennaio,ABRUZZO,Abruzzo,Italia,71,73,155,71024,913
FOGGIA,FOGGIA,Gennaio,Altri_Paesi_Africa_Mediterranea,ALTRO,Altri,18,18,18,71024,230
FOGGIA,FOGGIA,Gennaio,Altri_Paesi_Asia_Occidentale,ALTRO,Altri,2,2,2,71024,750
FOGGIA,FOGGIA,Gennaio,Altri_Paesi_Centro_-_Sud_America,ALTRO,Altri,1,1,1,71024,530
FOGGIA,FOGGIA,Gennaio,Altri_Paesi_dell'Africa,ALTRO,Altri,4,4,5,71024,300
FOGGIA,FOGGIA,Gennaio,Altri_Paesi_dell'America_Latina_(1),ALTRO,Altri,1,1,1,71024,530
FOGGIA,FOGGIA,Gennaio,Altri_Paesi_dell'Asia,ALTRO,Altri,6,6,10,71024,760
FOGGIA,FOGGIA,Gennaio,Altri_Paesi_del_Medio_Oriente_(2),ALTRO,Altri,2,2,2,71024,750
FOGGIA,FOGGIA,Gennaio,Altri_Paesi_Europei,ALTRO,Altri,43,43,43,71024,100
FOGGIA,FOGGIA,Gennaio,Australia,ALTRO,Australia,1,0,17,71024,800
FOGGIA,FOGGIA,Gennaio,BASILICATA,Basilicata,Italia,55,59,120,71024,917
FOGGIA,FOGGIA,Gennaio,Belgio,ALTRO,Belgio,2,2,3,71024,17
FOGGIA,FOGGIA,Gennaio,BOLZANO_-_BOZEN,Bolzano/Bozen,Italia,4,5,4,71024,921
FOGGIA,FOGGIA,Gennaio,Brasile,ALTRO,Brasile,8,8,10,71024,508
FOGGIA,FOGGIA,Gennaio,Bulgaria,ALTRO,Bulgaria,1,2,1,71024,68
FOGGIA,FOGGIA,Gennaio,CALABRIA,Calabria,Italia,45,45,83,71024,918
FOGGIA,FOGGIA,Gennaio,CAMPANIA,Campania,Italia,261,257,464,71024,915
FOGGIA,FOGGIA,Gennaio,Cina,ALTRO,Cina,11,11,13,71024,720
FOGGIA,FOGGIA,Gennaio,Corea_del_Sud,ALTRO,Corea_del_Sud,6,6,11,71024,728
FOGGIA,FOGGIA,Gennaio,Croazia,ALTRO,Croazia,46,45,46,71024,92
FOGGIA,FOGGIA,Gennaio,Egitto,ALTRO,Egitto,2,2,2,71024,220
FOGGIA,FOGGIA,Gennaio,EMILIA-ROMAGNA,Emilia-Romagna,Italia,275,281,384,71024,908
FOGGIA,FOGGIA,Gennaio,Finlandia,ALTRO,Finlandia,2,2,2,71024,32
FOGGIA,FOGGIA,Gennaio,Francia,ALTRO,Francia,14,15,23,71024,1
